file,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
21693,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0
21694,0,5,10,0,0,1,4,2,0,0,0,1,0,0,0,1
21696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21708,0,1,4,0,0,2,0,1,0,0,0,1,0,0,0,1
21714,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21725,1,1,5,0,0,2,0,1,0,0,0,3,0,0,0,1
21734,2,1,1,0,0,0,6,1,0,0,0,2,0,0,0,1
21735,1,3,0,1,0,5,1,3,0,0,0,1,0,0,0,5
21736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21737,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21738,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21739,1,3,0,1,0,5,1,3,0,0,0,1,0,0,0,5
21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21741,2,1,1,0,0,0,6,1,0,0,0,2,0,0,0,1
21742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21766,0,2,0,0,0,0,4,2,0,0,0,2,0,0,0,0
21768,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21769,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0
21770,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1
21771,1,0,17,5,1,0,0,0,0,0,0,0,0,0,0,0
21772,1,0,17,5,1,0,0,0,0,0,0,0,0,0,0,0
21773,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1
21774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21777,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
21779,2,1,2,2,0,0,0,2,0,0,0,1,0,0,0,0
21782,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21785,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
21786,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
21788,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21790,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
21794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21795,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
21797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21800,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21804,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21807,4,1,3,0,0,1,4,0,0,0,0,1,0,0,0,2
21809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21810,3,9,5,0,0,6,10,4,0,0,0,7,0,0,0,4
21814,1,3,0,1,0,5,1,3,0,0,0,1,0,0,0,5
21819,1,3,0,1,0,5,1,3,0,0,0,1,0,0,0,5
21820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21822,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1
21827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21832,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0
21834,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21836,0,2,3,0,0,3,0,2,0,0,0,3,0,0,0,0
21839,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21842,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21845,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21846,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21857,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21858,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21867,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21868,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21869,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21870,1,25,2,0,0,29,0,3,1,0,0,8,0,0,0,5
21872,2,25,2,0,0,29,0,4,1,0,0,8,0,0,0,5
21876,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21880,1,2,0,0,0,6,0,1,0,0,0,1,0,0,0,0
21891,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
21892,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21897,4,5,59,0,2,3,14,13,0,0,0,16,0,0,0,2
21898,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,3
21899,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21900,0,8,2,0,0,1,0,0,0,0,0,1,0,0,0,2
21908,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0
21909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21910,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21912,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
21913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21916,0,8,2,0,0,1,0,0,0,0,0,1,0,0,0,2
21917,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21918,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21922,4,5,59,0,2,3,14,13,0,0,0,16,0,0,0,2
21923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21926,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21931,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0
21935,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
21945,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
21946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
21949,2,1,16,0,0,0,0,3,0,0,0,0,0,0,0,1
21950,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
21951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21954,3,2,36,0,0,0,0,4,0,0,0,0,0,0,0,8
21959,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21961,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21962,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
21965,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21966,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1
21969,13,33,281,6,11,19,87,61,1,0,0,43,0,0,0,13
21970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21978,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
21981,0,1,8,0,0,1,0,7,0,0,0,1,0,0,0,0
21982,0,1,8,0,0,1,0,7,0,0,0,1,0,0,0,0
21986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21994,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
21997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22037,4,0,8,0,0,3,2,5,0,0,0,2,0,0,0,0
22043,0,1,0,0,0,5,1,3,0,0,0,1,0,0,0,3
22044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22048,0,1,0,0,0,5,1,3,0,0,0,1,0,0,0,3
22049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22050,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
22051,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
22052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22066,0,3,11,0,0,3,21,4,0,0,0,2,0,0,0,1
22067,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22072,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22073,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22074,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22075,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22079,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0
22080,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
22087,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22090,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22092,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22094,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22096,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0
22105,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22111,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22117,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0
22118,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22156,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
22161,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
22162,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22167,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22171,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22176,1,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0
22178,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22179,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22181,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
22182,0,6,10,0,0,1,4,2,0,0,0,1,0,0,2,1
22184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22187,0,6,10,0,0,1,4,2,0,0,0,1,0,0,2,1
22188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22193,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
22194,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22207,0,75,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22212,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
22213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22229,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
22230,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22234,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22236,0,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0
22237,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
22238,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22242,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
22245,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
22246,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
22247,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22253,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22254,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
22258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22264,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22266,0,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0
22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22270,1,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0
22271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22315,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22321,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
22322,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22323,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
22324,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
22326,0,2,12,2,0,0,0,4,0,0,0,0,0,0,0,0
22330,0,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0
22332,1,4,0,0,0,3,0,3,0,0,0,1,0,0,0,1
22333,0,4,14,0,0,0,3,0,0,0,0,1,0,0,0,0
22338,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0
22342,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0
22343,0,4,1,0,0,0,1,0,0,0,0,11,0,0,0,0
22347,1,6,1,0,0,3,0,1,0,0,0,1,0,0,0,3
22348,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2
22354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22357,0,2,8,0,0,5,0,7,0,0,0,1,0,0,0,0
22360,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
22361,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
22368,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2
22370,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
22381,3,8,21,0,0,3,9,7,0,0,0,2,0,0,0,1
22384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22385,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
22386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22389,3,8,21,0,0,3,9,7,0,0,0,2,0,0,0,1
22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22393,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0
22396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22398,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
22399,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22400,2,10,1,0,0,1,2,1,0,0,0,1,0,0,0,1
22409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22412,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
22419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22424,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
22426,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22427,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22430,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
22431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22433,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22435,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
22437,0,2,0,0,0,0,3,1,0,0,0,4,0,0,0,0
22445,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0
22447,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22449,0,0,34,0,0,2,0,0,0,0,0,0,0,0,0,0
22450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22451,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22455,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
22460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22485,0,2,0,0,0,4,0,2,0,0,0,2,0,0,0,0
22489,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22500,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
22503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22504,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22511,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,1
22517,0,1,6,0,0,0,0,2,0,0,0,1,0,0,0,1
22520,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
22521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22522,0,1,6,0,0,0,0,2,0,0,0,1,0,0,0,1
22523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22528,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22533,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22535,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
22536,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
22539,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
22542,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
22544,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22549,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22557,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22569,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22572,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
22573,24,0,29,18,0,5,0,2,0,0,0,1,2,0,0,2
22576,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
22581,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2
22582,0,3,2,0,0,2,4,0,0,0,0,1,0,0,0,1
22589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22590,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,2
22591,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
22593,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,2
22594,0,4,18,0,0,2,4,0,0,0,0,1,0,0,0,3
22597,0,4,6,0,0,3,1,2,0,0,0,5,0,0,0,1
22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22606,1,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0
22624,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
22625,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22627,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22628,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22635,0,4,2,0,0,2,0,3,0,0,0,0,0,0,0,4
22637,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
22638,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22641,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22642,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22643,87,1218,6101,35,458,961,1304,2008,1,0,23,1385,4,1,2,99
22644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22646,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
22653,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22657,0,2,5,0,0,8,3,2,0,0,0,3,0,0,0,1
22659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22665,23,74,246,5,0,100,40,107,0,0,10,62,2,0,1,34
22666,54,8,56,18,0,13,0,8,0,0,0,8,2,0,0,2
22670,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22676,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22692,0,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0
22695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22696,0,2,5,0,0,3,1,0,0,0,0,0,0,0,0,2
22699,0,3,4,0,0,7,0,0,0,0,0,0,0,0,1,1
22707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22711,0,3,2,0,0,2,4,0,0,0,0,1,0,0,0,1
22714,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0
22715,0,3,2,0,0,2,4,0,0,0,0,1,0,0,0,1
22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22721,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
22723,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
22728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22730,0,4,8,0,0,0,0,3,0,0,0,5,0,0,0,3
22732,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22733,0,4,8,0,0,0,0,3,0,0,0,5,0,0,0,3
22734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22738,0,1,0,0,0,0,196,0,0,0,0,0,0,0,0,0
22739,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0
22747,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
22750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22765,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0
22772,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
22774,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
22777,0,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0
22786,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22793,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22796,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22797,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22815,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
22816,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
22817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22836,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2
22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22852,0,7,30,0,0,2,0,0,0,0,0,1,0,0,0,2
22853,0,10,11,0,0,8,12,3,0,0,0,15,0,0,0,2
22855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22860,3,1,1,0,0,1,8,0,0,0,0,4,0,0,0,1
22861,3,1,1,0,0,1,8,0,0,0,0,4,0,0,0,1
22868,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
22871,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22877,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22879,0,9,2,0,0,3,0,2,0,0,0,0,0,0,0,0
22882,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
22883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22886,0,4,8,0,0,0,0,3,0,0,0,5,0,0,0,3
22887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22889,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
22890,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22892,3,9,1,0,0,1,2,1,0,0,0,2,0,0,0,1
