revision,unique_types,entropy
35587,1,0.0
35592,1,0.0
35596,2,0.235
35598,0,0.0
35599,0,0.0
35601,3,0.373
35610,1,0.0
35615,1,0.0
35616,1,0.0
35617,2,0.256
35626,2,0.151
35633,2,0.256
35641,2,0.089
35642,0,0.0
35645,1,0.0
35646,2,0.166
35656,1,0.0
35667,1,0.0
35673,2,0.249
35676,3,0.32
35677,1,0.0
35679,0,0.0
35688,3,0.313
35690,2,0.185
35694,2,0.235
35696,1,0.0
35708,2,0.235
35710,3,0.384
35711,7,0.668
35715,0,0.0
35717,1,0.0
35718,3,0.36
35720,6,0.609
35726,1,0.0
35733,5,0.227
35737,4,0.448
35738,14,0.736
35739,1,0.0
35743,5,0.571
35750,7,0.513
35753,3,0.265
35754,1,0.0
35756,3,0.406
35758,2,0.255
35771,8,0.654
35772,2,0.256
35780,4,0.488
35781,3,0.174
35782,1,0.0
35784,1,0.0
35785,1,0.0
35790,1,0.0
35795,15,0.677
35796,2,0.235
35797,2,0.166
35798,0,0.0
35803,1,0.0
35804,2,0.185
35805,1,0.0
35806,2,0.185
35807,2,0.235
35809,6,0.606
35814,3,0.384
35816,3,0.266
35818,5,0.572
35821,0,0.0
35822,15,0.655
35824,2,0.235
35826,0,0.0
35827,1,0.0
35828,2,0.235
35829,3,0.384
35841,4,0.351
35842,5,0.422
35846,1,0.0
35847,1,0.0
35850,2,0.235
35851,7,0.629
35853,0,0.0
35870,4,0.459
35872,15,0.709
35873,3,0.373
35874,0,0.0
35876,5,0.575
35877,6,0.634
35881,1,0.0
35883,0,0.0
35885,1,0.0
35886,1,0.0
35888,2,0.235
35891,1,0.0
35892,1,0.0
35897,4,0.293
35901,4,0.449
35905,1,0.0
35911,1,0.0
35914,1,0.0
35916,1,0.0
35918,1,0.0
35930,15,0.612
35931,2,0.235
35935,8,0.556
35936,14,0.556
35946,1,0.0
35948,6,0.619
35950,0,0.0
35959,4,0.448
35960,15,0.661
35961,2,0.256
35962,2,0.256
35967,2,0.256
35972,0,0.0
35976,0,0.0
35978,2,0.256
35979,1,0.0
35981,15,0.699
35982,0,0.0
35991,2,0.151
35993,7,0.592
35996,1,0.0
35999,13,0.708
36002,1,0.0
36003,13,0.648
36004,4,0.456
36005,1,0.0
36008,4,0.472
36009,9,0.567
36012,2,0.106
36017,1,0.0
36019,13,0.688
36021,7,0.607
36022,1,0.0
36023,0,0.0
36024,7,0.611
36025,6,0.662
36029,7,0.611
36030,1,0.0
36031,5,0.442
36032,1,0.0
36034,1,0.0
36035,1,0.0
36036,1,0.0
36037,1,0.0
36041,6,0.578
36043,3,0.374
36044,1,0.0
36047,2,0.185
36048,5,0.562
36049,1,0.0
36051,1,0.0
36052,15,0.692
36054,1,0.0
36055,2,0.221
36058,1,0.0
36059,1,0.0
36060,1,0.0
36065,1,0.0
36066,1,0.0
36071,9,0.406
36074,0,0.0
36079,1,0.0
36083,3,0.406
36084,1,0.0
36086,3,0.283
36087,3,0.283
36088,3,0.283
36089,3,0.406
36090,2,0.256
36091,3,0.254
36095,14,0.674
36100,1,0.0
36103,1,0.0
36104,1,0.0
36105,1,0.0
36107,5,0.552
36108,13,0.749
36113,2,0.256
36115,11,0.709
36117,8,0.552
36118,3,0.406
36119,1,0.0
36121,1,0.0
36122,0,0.0
36123,9,0.586
36127,0,0.0
36129,1,0.0
36131,1,0.0
36132,4,0.396
36141,2,0.235
36142,1,0.0
36146,1,0.0
36147,9,0.586
36148,14,0.676
36149,7,0.612
36151,7,0.657
36154,1,0.0
36156,1,0.0
36157,0,0.0
36158,2,0.256
36160,1,0.0
36162,2,0.256
36174,14,0.678
36176,14,0.761
36178,1,0.0
36180,9,0.416
36185,5,0.572
36186,2,0.208
36187,1,0.0
36193,2,0.235
36195,2,0.235
36196,1,0.0
36209,1,0.0
36210,4,0.491
36216,1,0.0
36221,1,0.0
36222,2,0.235
36231,1,0.0
36232,6,0.537
36233,1,0.0
36235,10,0.608
36239,1,0.0
36241,2,0.235
36242,0,0.0
36243,0,0.0
36244,1,0.0
36245,3,0.114
36246,1,0.0
36247,0,0.0
36248,6,0.645
36249,0,0.0
36262,3,0.356
36263,1,0.0
36264,1,0.0
36267,1,0.0
36269,1,0.0
36272,6,0.609
36275,1,0.0
36277,1,0.0
36279,13,0.673
36281,0,0.0
36282,7,0.307
36283,0,0.0
36284,3,0.114
36285,11,0.746
36286,0,0.0
36289,3,0.356
36290,0,0.0
36295,1,0.0
36297,2,0.235
36303,11,0.75
36306,4,0.427
36308,9,0.73
36310,2,0.235
36311,2,0.235
36312,0,0.0
36315,1,0.0
36326,1,0.0
36327,2,0.086
36329,0,0.0
36330,0,0.0
36336,4,0.459
36338,0,0.0
36350,0,0.0
36352,0,0.0
36353,0,0.0
36354,1,0.0
36356,5,0.584
36363,4,0.355
36364,2,0.235
36366,3,0.398
36367,2,0.249
36369,4,0.427
36370,4,0.427
36373,1,0.0
36375,0,0.0
36378,1,0.0
36387,3,0.351
36389,2,0.129
36393,0,0.0
36396,4,0.426
36399,5,0.545
36400,2,0.256
36406,6,0.453
36409,1,0.0
36411,1,0.0
36412,3,0.406
36415,1,0.0
36417,2,0.256
36421,0,0.0
36423,2,0.235
36424,0,0.0
36425,9,0.604
36426,9,0.591
36427,0,0.0
36430,0,0.0
36431,0,0.0
36432,15,0.716
36433,1,0.0
36440,3,0.348
36441,3,0.348
36443,14,0.723
36444,1,0.0
36445,0,0.0
36448,2,0.249
36450,3,0.32
36456,5,0.512
36457,4,0.512
36464,3,0.406
36465,6,0.609
36466,0,0.0
36474,1,0.0
36475,1,0.0
36477,4,0.419
36478,8,0.731
36479,2,0.235
36484,5,0.508
36485,1,0.0
36488,4,0.355
36492,1,0.0
36494,1,0.0
36495,1,0.0
36496,1,0.0
36498,1,0.0
36500,3,0.134
36501,3,0.384
36502,4,0.426
36509,1,0.0
36510,0,0.0
36511,0,0.0
36512,0,0.0
36515,1,0.0
36517,2,0.235
36521,11,0.42
36522,5,0.543
36523,2,0.235
36524,1,0.0
36531,2,0.256
36532,1,0.0
36536,4,0.306
36537,4,0.207
36538,8,0.459
36539,3,0.36
36540,6,0.439
36541,4,0.449
36542,1,0.0
36543,2,0.256
36544,10,0.44
36546,1,0.0
36547,7,0.568
36548,7,0.568
36551,1,0.0
36555,1,0.0
36560,1,0.0
36561,4,0.492
36562,1,0.0
36563,1,0.0
36564,12,0.492
36565,0,0.0
36566,9,0.708
36567,1,0.0
36568,0,0.0
36575,2,0.185
36578,1,0.0
36579,1,0.0
36580,4,0.499
36582,3,0.384
36589,1,0.0
36590,11,0.426
36591,5,0.527
36592,2,0.235
36593,7,0.632
36594,4,0.263
36595,4,0.512
36597,1,0.0
36598,0,0.0
36603,0,0.0
36613,3,0.406
36619,4,0.263
36622,2,0.235
36630,0,0.0
36631,1,0.0
36632,1,0.0
36639,2,0.256
36641,1,0.0
36643,1,0.0
36644,0,0.0
36645,3,0.406
36658,4,0.504
36659,6,0.602
36663,1,0.0
36665,1,0.0
36668,3,0.406
36671,5,0.48
36673,2,0.185
36674,1,0.0
36675,2,0.256
36679,0,0.0
36681,11,0.5
36682,10,0.527
36683,1,0.0
36685,1,0.0
36688,1,0.0
36689,2,0.235
36691,1,0.0
36692,0,0.0
36695,3,0.384
36697,1,0.0
36700,1,0.0
36701,1,0.0
36703,1,0.0
36705,1,0.0
36709,2,0.249
36710,2,0.249
36715,2,0.249
36718,1,0.0
36720,2,0.235
36726,1,0.0
36727,1,0.0
36730,2,0.235
36732,2,0.256
36735,2,0.235
36736,0,0.0
36737,2,0.221
36742,1,0.0
36746,1,0.0
36753,6,0.626
36755,6,0.626
36756,1,0.0
36758,1,0.0
36759,1,0.0
36762,0,0.0
36765,1,0.0
36770,3,0.384
36772,1,0.0
36773,2,0.185
36774,3,0.384
36780,2,0.047
36781,1,0.0
36808,4,0.448
36811,4,0.448
36812,0,0.0
36816,1,0.0
36822,2,0.235
36823,2,0.235
36828,3,0.28
36829,3,0.28
36831,6,0.609
36837,2,0.208
36840,3,0.39
36845,2,0.129
36848,1,0.0
36856,2,0.235
36857,1,0.0
36865,2,0.235
36872,2,0.235
36873,2,0.208
36877,1,0.0
36878,7,0.653
36890,3,0.351
36898,7,0.653
36905,3,0.402
36912,3,0.402
36913,0,0.0
36919,3,0.384
36921,0,0.0
36933,0,0.0
36945,1,0.0
36946,1,0.0
36948,1,0.0
36950,2,0.256
36952,6,0.64
36955,9,0.679
36956,1,0.0
36961,2,0.235
36963,1,0.0
36966,1,0.0
36976,7,0.678
36978,7,0.678
36979,0,0.0
36980,0,0.0
36982,1,0.0
36985,0,0.0
36988,2,0.151
36993,3,0.384
36995,3,0.384
36996,0,0.0
36998,3,0.384
37004,7,0.639
37005,13,0.546
37006,4,0.472
37007,3,0.353
37008,10,0.699
37011,4,0.432
37015,2,0.185
37018,2,0.043
37019,2,0.235
37024,0,0.0
37025,2,0.235
37026,2,0.208
37032,1,0.0
37038,1,0.0
37039,15,0.658
37046,10,0.704
37047,10,0.489
37048,1,0.0
37049,2,0.208
37050,1,0.0
37051,3,0.157
37054,3,0.384
37064,8,0.561
37065,3,0.307
37066,2,0.256
37068,3,0.406
37080,3,0.406
37082,5,0.552
37086,5,0.485
37089,2,0.196
37092,1,0.0
37106,1,0.0
37107,2,0.235
37108,5,0.576
37112,3,0.373
37114,3,0.384
37124,1,0.0
37125,2,0.235
37127,2,0.235
37128,0,0.0
37129,0,0.0
37132,1,0.0
37133,1,0.0
37135,2,0.256
37136,1,0.0
37137,4,0.426
37139,4,0.492
37143,0,0.0
37155,2,0.235
37156,2,0.235
37157,0,0.0
37160,5,0.479
37165,2,0.185
37169,2,0.185
37170,0,0.0
37171,3,0.384
37173,0,0.0
37177,0,0.0
37180,2,0.256
37188,1,0.0
37189,2,0.256
37190,0,0.0
37196,2,0.185
37200,0,0.0
37201,1,0.0
37205,1,0.0
37212,5,0.479
37213,2,0.235
37219,2,0.053
37221,1,0.0
37223,1,0.0
37224,1,0.0
37225,6,0.626
37227,8,0.608
37229,0,0.0
37230,3,0.351
37231,3,0.406
37232,1,0.0
37239,4,0.512
37241,0,0.0
37243,1,0.0
37246,5,0.207
37247,6,0.506
37248,2,0.026
37249,1,0.0
37251,1,0.0
37252,0,0.0
37253,2,0.026
37254,0,0.0
37255,6,0.506
37256,0,0.0
37257,5,0.207
37258,0,0.0
37260,0,0.0
37261,1,0.0
37264,1,0.0
37268,3,0.305
37272,1,0.0
37274,2,0.196
37275,2,0.196
37277,5,0.552
37283,5,0.222
37284,1,0.0
37286,5,0.222
37287,3,0.406
37288,1,0.0
37290,2,0.185
37294,1,0.0
37295,0,0.0
37300,4,0.443
37302,10,0.752
37303,2,0.235
37304,2,0.185
37309,1,0.0
37312,2,0.235
37313,3,0.406
37318,1,0.0
37328,1,0.0
37331,0,0.0
37335,2,0.166
37337,2,0.235
37356,1,0.0
37362,1,0.0
37367,4,0.448
37373,7,0.627
37380,0,0.0
37388,1,0.0
37405,3,0.353
37407,0,0.0
37425,2,0.221
37427,2,0.249
37428,1,0.0
37429,3,0.36
37440,1,0.0
37452,1,0.0
37458,1,0.0
37462,1,0.0
37470,1,0.0
37471,1,0.0
37472,1,0.0
37495,4,0.473
37499,1,0.0
37506,9,0.704
37507,1,0.0
37508,4,0.381
37509,4,0.491
37510,0,0.0
37511,2,0.208
37513,2,0.208
37514,1,0.0
37515,0,0.0
37516,0,0.0
37517,9,0.704
37518,0,0.0
37520,2,0.235
37521,1,0.0
37522,1,0.0
37524,2,0.249
37526,2,0.256
37528,2,0.249
37529,0,0.0
37540,2,0.235
37544,2,0.159
37546,1,0.0
37547,4,0.488
37548,0,0.0
37549,1,0.0
37555,0,0.0
37556,1,0.0
37558,1,0.0
37565,0,0.0
37595,6,0.43
37597,6,0.626
37603,0,0.0
37610,3,0.373
37614,1,0.0
37616,0,0.0
37628,0,0.0
37630,1,0.0
37631,2,0.256
37633,1,0.0
37637,5,0.534
37640,8,0.708
37641,12,0.807
37644,1,0.0
37645,2,0.185
37652,2,0.09
37653,7,0.655
37656,3,0.332
37658,1,0.0
37663,1,0.0
37666,2,0.235
37667,0,0.0
37668,6,0.6
37669,1,0.0
37670,2,0.256
37674,6,0.635
37675,6,0.635
37683,1,0.0
37687,1,0.0
37691,1,0.0
37695,2,0.256
37702,0,0.0
37703,8,0.448
37704,1,0.0
37706,1,0.0
37710,2,0.256
37711,2,0.256
37713,2,0.185
37714,2,0.256
37715,3,0.384
37718,1,0.0
37719,1,0.0
37720,3,0.371
37724,1,0.0
37725,1,0.0
37726,3,0.371
37728,0,0.0
37732,7,0.646
37733,2,0.256
37734,2,0.256
37737,2,0.139
37744,3,0.371
37745,1,0.0
37746,7,0.39
37749,5,0.534
37750,1,0.0
37751,8,0.281
37755,4,0.398
37756,1,0.0
37757,1,0.0
37758,1,0.0
37759,8,0.625
37763,5,0.38
37764,2,0.112
37768,4,0.291
37769,3,0.406
37770,7,0.653
37771,4,0.396
37775,15,0.7
37778,3,0.4
37785,4,0.396
37786,0,0.0
37788,4,0.396
37796,0,0.0
37800,5,0.545
37807,1,0.0
37809,1,0.0
37810,7,0.549
37811,3,0.406
37812,6,0.479
37813,0,0.0
37815,3,0.39
37819,2,0.235
37827,2,0.235
37828,0,0.0
37832,0,0.0
37835,0,0.0
37836,1,0.0
37839,1,0.0
37840,2,0.256
37848,0,0.0
37849,1,0.0
37850,0,0.0
37855,2,0.256
37861,3,0.313
37863,1,0.0
37869,2,0.235
37870,2,0.256
37875,2,0.235
37878,1,0.0
37882,4,0.492
37888,3,0.384
37894,5,0.478
37897,4,0.472
37902,5,0.478
37903,1,0.0
37905,6,0.59
37907,6,0.59
37908,0,0.0
37910,7,0.492
37911,1,0.0
37915,4,0.499
37916,1,0.0
37934,1,0.0
37945,4,0.472
37948,5,0.522
37950,3,0.346
37951,4,0.47
37952,4,0.426
37953,3,0.384
37960,1,0.0
37962,1,0.0
37969,1,0.0
37972,0,0.0
37977,4,0.448
37983,1,0.0
37984,1,0.0
37997,1,0.0
38001,1,0.0
38002,4,0.408
38011,1,0.0
38015,1,0.0
38017,3,0.39
38021,1,0.0
38029,3,0.384
38033,1,0.0
38034,1,0.0
38038,1,0.0
38040,1,0.0
38043,2,0.208
38044,5,0.418
38048,1,0.0
38049,0,0.0
38052,1,0.0
38054,5,0.545
38056,2,0.249
38058,2,0.256
38063,9,0.593
38071,4,0.459
38072,3,0.315
38074,1,0.0
38081,4,0.491
38087,3,0.406
38088,4,0.491
38089,2,0.235
38108,2,0.249
38109,1,0.0
38111,0,0.0
38113,1,0.0
38114,6,0.569
38115,2,0.166
38117,0,0.0
38118,1,0.0
38127,1,0.0
38128,7,0.621
38130,1,0.0
38136,2,0.235
38138,6,0.641
38141,8,0.694
38144,8,0.694
38145,0,0.0
38148,4,0.382
38150,2,0.155
38151,4,0.382
38154,1,0.0
38155,1,0.0
38167,2,0.235
38168,1,0.0
38169,3,0.384
38170,2,0.256
38171,2,0.235
38172,7,0.699
38173,3,0.38
38174,2,0.249
38175,3,0.384
38176,3,0.406
38177,3,0.406
38178,1,0.0
38179,7,0.615
38180,3,0.406
38181,3,0.39
38182,3,0.39
38183,1,0.0
38184,8,0.721
38185,3,0.406
38186,1,0.0
38187,5,0.562
38190,5,0.545
38193,9,0.757
38194,6,0.373
38196,3,0.356
38197,1,0.0
38198,0,0.0
38199,1,0.0
38200,1,0.0
38201,1,0.0
38206,1,0.0
38209,4,0.499
38210,1,0.0
38211,0,0.0
38212,0,0.0
38213,2,0.256
38215,3,0.356
38216,0,0.0
38219,6,0.373
38220,0,0.0
38221,9,0.757
38222,0,0.0
38227,5,0.545
38228,0,0.0
38233,5,0.562
38234,0,0.0
38235,1,0.0
38236,0,0.0
38237,3,0.406
38238,0,0.0
38239,8,0.721
38240,0,0.0
38241,1,0.0
38242,0,0.0
38243,3,0.39
38244,0,0.0
38245,3,0.39
38246,0,0.0
38247,3,0.406
38248,0,0.0
38249,7,0.615
38250,1,0.0
38251,1,0.0
38252,0,0.0
38253,3,0.406
38254,0,0.0
38255,3,0.406
38256,0,0.0
38257,3,0.384
38258,0,0.0
38259,2,0.249
38260,0,0.0
38261,3,0.38
38262,0,0.0
38263,7,0.699
38264,0,0.0
38265,2,0.235
38266,0,0.0
38267,2,0.256
38268,0,0.0
38269,3,0.384
38270,0,0.0
38271,2,0.235
38272,0,0.0
38274,5,0.342
38275,5,0.399
38276,1,0.0
38278,1,0.0
38282,0,0.0
38286,3,0.406
38287,6,0.605
38288,1,0.0
38294,1,0.0
38298,0,0.0
38301,6,0.605
38302,0,0.0
38303,3,0.406
38304,0,0.0
38306,2,0.256
38308,2,0.256
38317,3,0.406
38325,5,0.502
38332,2,0.185
38333,3,0.384
38334,3,0.39
38337,1,0.0
38338,0,0.0
38340,1,0.0
38347,4,0.488
38349,3,0.384
38350,5,0.457
38353,2,0.256
38360,2,0.256
38361,1,0.0
38362,4,0.38
38370,1,0.0
38371,1,0.0
38372,1,0.0
38375,1,0.0
38384,1,0.0
38389,2,0.139
38391,1,0.0
38392,1,0.0
38396,2,0.235
38398,2,0.235
38399,5,0.409
38402,0,0.0
38408,1,0.0
38410,0,0.0
38415,3,0.313
38424,6,0.616
38426,2,0.235
38427,1,0.0
38428,7,0.647
38431,1,0.0
38432,5,0.562
38433,1,0.0
38434,3,0.353
38437,5,0.478
38443,0,0.0
38445,0,0.0
38449,1,0.0
38450,2,0.256
38451,2,0.256
38456,1,0.0
38458,0,0.0
38459,2,0.256
38460,0,0.0
38462,0,0.0
38464,3,0.384
38465,2,0.256
38466,2,0.235
38467,7,0.699
38468,3,0.38
38469,2,0.249
38470,3,0.384
38471,3,0.406
38472,3,0.406
38473,1,0.0
38474,7,0.615
38475,3,0.406
38476,3,0.39
38478,1,0.0
38479,8,0.721
38480,3,0.406
38481,1,0.0
38482,5,0.562
38485,5,0.545
38491,3,0.356
38494,1,0.0
38501,4,0.499
38502,7,0.563
38503,7,0.563
38505,1,0.0
38506,1,0.0
38507,1,0.0
38509,1,0.0
38510,1,0.0
38516,5,0.563
38517,1,0.0
38518,4,0.491
38519,3,0.188
38520,3,0.384
38521,2,0.185
38522,2,0.208
38524,4,0.472
38527,1,0.0
38528,13,0.638
38529,10,0.712
38534,10,0.528
38535,5,0.501
38537,2,0.256
38538,2,0.235
38539,3,0.406
38542,1,0.0
38543,10,0.528
38547,12,0.716
38550,2,0.139
38551,2,0.235
38552,2,0.256
38553,6,0.594
38554,1,0.0
38555,0,0.0
38556,3,0.406
38559,8,0.701
38564,1,0.0
38565,8,0.55
38569,1,0.0
38570,7,0.277
38572,3,0.339
38573,0,0.0
38574,1,0.0
38575,7,0.277
38578,0,0.0
38579,2,0.208
38580,2,0.185
38587,1,0.0
38588,1,0.0
38591,2,0.185
38593,1,0.0
38598,1,0.0
38599,1,0.0
38600,1,0.0
38601,6,0.529
38605,2,0.256
38607,2,0.235
38610,3,0.339
38612,2,0.235
38613,1,0.0
38614,4,0.499
38616,2,0.235
38617,3,0.384
38618,1,0.0
38625,15,0.653
38626,1,0.0
38629,1,0.0
38631,3,0.406
38632,1,0.0
38635,2,0.235
38636,1,0.0
38637,2,0.235
38643,3,0.4
38648,2,0.256
38652,1,0.0
38654,2,0.151
38657,3,0.28
38667,6,0.605
38673,1,0.0
38674,7,0.571
38675,8,0.63
38676,6,0.5
38678,2,0.129
38687,1,0.0
38690,1,0.0
38691,7,0.59
38692,4,0.492
38693,8,0.733
38694,2,0.235
38697,1,0.0
38699,1,0.0
38703,2,0.235
38704,0,0.0
38710,0,0.0
38711,4,0.37
38712,0,0.0
38720,3,0.384
38721,2,0.208
38722,1,0.0
38725,1,0.0
38735,1,0.0
38748,1,0.0
38749,6,0.466
38752,1,0.0
38753,2,0.256
38756,2,0.208
38757,1,0.0
38758,6,0.605
38761,1,0.0
38762,4,0.365
38763,1,0.0
38764,2,0.256
38767,2,0.256
38768,1,0.0
38769,4,0.365
38770,0,0.0
38771,4,0.365
38773,1,0.0
38774,0,0.0
38775,3,0.384
38777,4,0.37
38780,1,0.0
38784,2,0.235
38786,1,0.0
38792,3,0.384
38814,3,0.384
38815,3,0.351
38821,2,0.256
38823,2,0.208
38830,3,0.398
38832,2,0.256
38835,0,0.0
38844,2,0.139
38845,2,0.139
38858,2,0.235
38859,1,0.0
38865,0,0.0
38875,0,0.0
38891,1,0.0
38899,2,0.252
38902,8,0.63
38903,0,0.0
38906,2,0.185
38907,3,0.374
38909,0,0.0
38910,7,0.681
38913,8,0.63
38914,3,0.374
38915,1,0.0
38916,4,0.448
38917,2,0.235
38920,7,0.662
38921,2,0.185
38934,1,0.0
38948,0,0.0
38953,8,0.63
38954,1,0.0
38957,1,0.0
38961,6,0.443
38963,5,0.485
38967,0,0.0
38968,1,0.0
38970,4,0.449
38971,1,0.0
38973,5,0.485
38974,0,0.0
38975,8,0.63
38976,0,0.0
38977,1,0.0
38978,0,0.0
38979,1,0.0
38980,0,0.0
38982,0,0.0
38985,3,0.384
38987,3,0.384
38988,0,0.0
38992,5,0.463
38995,2,0.256
38996,1,0.0
38997,1,0.0
38998,6,0.534
38999,5,0.477
39001,1,0.0
39012,1,0.0
39020,1,0.0
39024,1,0.0
39029,0,0.0
39031,4,0.47
39035,1,0.0
39036,1,0.0
39037,3,0.4
39038,1,0.0
39040,1,0.0
39041,2,0.256
39043,1,0.0
39044,5,0.575
39050,1,0.0
39056,5,0.501
39062,2,0.208
39065,1,0.0
39066,1,0.0
39071,5,0.417
39093,2,0.235
39098,3,0.384
39103,1,0.0
39104,4,0.431
39105,2,0.235
39107,0,0.0
39114,5,0.501
39115,1,0.0
39116,1,0.0
39127,2,0.256
39129,3,0.406
39130,3,0.406
39131,3,0.406
39132,1,0.0
39137,2,0.208
39148,1,0.0
39149,6,0.536
39151,8,0.63
39156,3,0.406
39157,3,0.406
39158,8,0.63
39160,3,0.171
39163,2,0.256
39164,7,0.475
39167,1,0.0
39178,1,0.0
39182,2,0.256
39188,1,0.0
39192,1,0.0
39194,1,0.0
39197,4,0.419
39198,4,0.279
39199,5,0.574
39204,0,0.0
39205,1,0.0
39208,7,0.423
39213,4,0.491
39218,1,0.0
39219,2,0.25
39221,0,0.0
39222,1,0.0
39223,1,0.0
39224,1,0.0
39225,3,0.406
39228,1,0.0
39233,2,0.256
39234,3,0.406
39235,0,0.0
39236,3,0.406
39237,3,0.39
39238,1,0.0
39240,3,0.272
39242,1,0.0
39243,0,0.0
39244,3,0.39
39245,0,0.0
39246,2,0.256
39247,2,0.256
39250,3,0.406
39252,1,0.0
39253,1,0.0
39254,3,0.384
39258,3,0.353
39259,1,0.0
39260,1,0.0
39268,1,0.0
39269,0,0.0
39271,1,0.0
39272,0,0.0
39274,0,0.0
39275,10,0.796
39276,7,0.68
39285,5,0.444
39286,1,0.0
39289,2,0.208
39290,2,0.129
39291,1,0.0
39292,1,0.0
39294,0,0.0
39299,1,0.0
39302,6,0.459
39304,5,0.464
39313,2,0.256
39314,1,0.0
39315,7,0.565
39323,2,0.185
39325,0,0.0
39326,1,0.0
39327,2,0.256
39328,3,0.392
39330,1,0.0
39331,1,0.0
39332,0,0.0
39334,1,0.0
39335,1,0.0
39342,7,0.565
39343,0,0.0
39344,2,0.256
39345,1,0.0
39346,1,0.0
39350,8,0.747
39355,0,0.0
39358,3,0.272
39359,3,0.272
39367,2,0.249
39371,6,0.543
39372,1,0.0
39373,0,0.0
39374,8,0.613
39375,1,0.0
39379,2,0.256
39380,3,0.406
39383,2,0.256
39386,6,0.499
39389,3,0.39
39397,3,0.229
39398,2,0.244
39403,5,0.552
39407,2,0.256
39408,1,0.0
39414,1,0.0
39415,1,0.0
39416,0,0.0
39418,0,0.0
39420,1,0.0
39422,1,0.0
39424,4,0.512
39426,8,0.613
39427,1,0.0
39428,1,0.0
39431,5,0.512
39432,1,0.0
39434,4,0.499
39435,2,0.256
39436,1,0.0
39438,4,0.365
39439,1,0.0
39440,2,0.256
39443,4,0.499
39444,0,0.0
39458,1,0.0
39460,1,0.0
39461,1,0.0
39462,3,0.272
39466,2,0.12
39472,1,0.0
39479,2,0.235
39480,0,0.0
39483,1,0.0
39485,1,0.0
39486,3,0.398
39492,3,0.384
39494,2,0.256
39495,4,0.353
39497,1,0.0
39504,0,0.0
39505,2,0.235
39516,7,0.435
39519,3,0.353
39520,7,0.565
39526,7,0.617
39531,1,0.0
39533,2,0.256
39537,7,0.617
39538,1,0.0
39545,1,0.0
39550,3,0.384
39553,2,0.256
39556,1,0.0
39560,4,0.484
39563,0,0.0
39564,1,0.0
39566,3,0.406
39573,4,0.496
39574,1,0.0
39580,7,0.565
39581,0,0.0
39597,1,0.0
39612,3,0.406
39619,6,0.534
39623,3,0.069
39625,0,0.0
39628,2,0.159
39631,3,0.351
39633,2,0.235
39636,1,0.0
39639,4,0.443
39642,2,0.256
39654,1,0.0
39660,0,0.0
39661,2,0.256
39662,1,0.0
39664,0,0.0
39665,1,0.0
39666,0,0.0
39677,3,0.351
39678,0,0.0
39703,1,0.0
39704,1,0.0
39709,1,0.0
39710,1,0.0
39714,5,0.428
39715,5,0.369
39716,0,0.0
39717,3,0.384
39719,3,0.406
39721,5,0.576
39723,1,0.0
39725,1,0.0
39726,0,0.0
39727,5,0.576
39728,0,0.0
39730,3,0.351
39731,1,0.0
39734,1,0.0
39740,3,0.384
39746,1,0.0
39748,2,0.185
39750,2,0.139
39765,2,0.256
39772,3,0.384
39773,1,0.0
39775,3,0.384
39778,2,0.249
39780,1,0.0
39781,2,0.256
39799,1,0.0
39800,3,0.404
39806,1,0.0
39807,1,0.0
39809,1,0.0
39810,1,0.0
39812,4,0.426
39813,5,0.584
39814,4,0.492
39815,3,0.373
39816,5,0.576
39817,5,0.399
39818,5,0.542
39820,1,0.0
39824,2,0.256
39826,3,0.384
39827,4,0.451
39828,5,0.484
39831,5,0.484
39832,0,0.0
39833,4,0.451
39834,0,0.0
39835,3,0.384
39836,0,0.0
39840,3,0.222
39842,3,0.353
39844,3,0.353
39846,2,0.235
39847,3,0.384
39848,5,0.385
39852,3,0.222
39853,2,0.256
39857,2,0.256
39859,1,0.0
39865,2,0.249
39866,11,0.634
39875,1,0.0
39876,3,0.384
39880,3,0.384
39882,5,0.484
39884,2,0.256
39891,1,0.0
39892,1,0.0
39897,8,0.564
39899,7,0.521
39902,5,0.321
39907,2,0.235
39908,9,0.649
39912,1,0.0
39918,2,0.235
39921,0,0.0
39929,1,0.0
39933,1,0.0
39936,2,0.256
39938,1,0.0
39944,6,0.469
39946,4,0.458
39947,2,0.256
39948,0,0.0
39958,1,0.0
39959,1,0.0
39960,10,0.617
39961,4,0.512
39962,3,0.373
39963,5,0.512
39968,2,0.235
39971,2,0.235
39972,0,0.0
39977,0,0.0
39980,3,0.398
39981,7,0.64
39982,5,0.463
39983,7,0.636
39984,2,0.235
39985,2,0.235
39991,7,0.637
39996,1,0.0
40001,2,0.185
40012,1,0.0
40013,7,0.487
40018,4,0.512
40019,1,0.0
40020,11,0.628
40021,4,0.448
40031,9,0.629
40032,1,0.0
40050,1,0.0
40051,9,0.43
40054,4,0.491
40057,3,0.353
40058,9,0.629
40060,6,0.579
40061,6,0.579
40063,1,0.0
40064,1,0.0
40065,0,0.0
40066,7,0.637
40067,1,0.0
40068,3,0.348
40069,10,0.761
40070,5,0.341
40071,7,0.201
40073,1,0.0
40076,3,0.406
40077,2,0.256
40082,2,0.256
40083,4,0.012
40085,0,0.0
40088,1,0.0
40089,1,0.0
40090,2,0.208
40091,1,0.0
40092,3,0.29
40093,7,0.395
40094,7,0.636
40095,7,0.636
40096,7,0.395
40097,1,0.0
40098,3,0.29
40099,0,0.0
40100,1,0.0
40101,0,0.0
40102,2,0.208
